time,aoi,measurement,indicatorValue,referenceTime,dataProvider,eoSensor,colorCode,inputData
"2020-06-01T10:30:00.000Z","LatLng(38.732, -121.809)","0.178557717","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-06-09T10:30:00.000Z","LatLng(38.732, -121.809)","0.21654627","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-06-17T10:30:00.000Z","LatLng(38.732, -121.809)","0.358734554","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-06-25T00:00:00.000Z","LatLng(38.732, -121.809)","0.513377816","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-07-03T00:00:00.000Z","LatLng(38.732, -121.809)","0.75654487","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-07-11T00:00:00.000Z","LatLng(38.732, -121.809)","0.79821155","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-07-19T00:00:00.000Z","LatLng(38.732, -121.809)","0.827570124","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-07-27T00:00:00.000Z","LatLng(38.732, -121.809)","0.844440572","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-08-04T00:00:00.000Z","LatLng(38.732, -121.809)","0.84857842","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-08-12T00:00:00.000Z","LatLng(38.732, -121.809)","0.845848322","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-08-20T00:00:00.000Z","LatLng(38.732, -121.809)","0.841848429","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-08-28T00:00:00.000Z","LatLng(38.732, -121.809)","0.832890325","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-09-05T00:00:00.000Z","LatLng(38.732, -121.809)","0.814271869","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-09-13T00:00:00.000Z","LatLng(38.732, -121.809)","0.771619272","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-09-21T00:00:00.000Z","LatLng(38.732, -121.809)","0.703831958","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-09-29T00:00:00.000Z","LatLng(38.732, -121.809)","0.546198827","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-10-07T00:00:00.000Z","LatLng(38.732, -121.809)","0.521629458","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-10-15T00:00:00.000Z","LatLng(38.732, -121.809)","0.454011172","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
"2020-10-23T00:00:00.000Z","LatLng(38.732, -121.809)","0.335145398","Normal","Invalid DateTime","JAXA","GCOM-C SGLI","Blue","SGLI L2 Reflectance 8-day composited"
